URL,Price,Address,Area,Rooms,Baths,Lat,Lon
https://aqarmap.com.eg/ar/listing/6601488-for-sale-cairo-6th-of-october-hadaeq-october-kmbwnd-fy-hdyq-ktwbr-address-home-2-compound-arkan/,"4,495,000 جنيه",القاهرة الكبرى  /  كمبوند ادريس هوم 2 - أركان,145 متر²,3,3,29.950175,31.05835
https://aqarmap.com.eg/ar/listing/6601488-for-sale-cairo-6th-of-october-hadaeq-october-kmbwnd-fy-hdyq-ktwbr-address-home-2-compound-arkan/,"4,495,000 جنيه",القاهرة الكبرى  /  كمبوند ادريس هوم 2 - أركان,145 متر²,3,3,29.950175,31.05835
https://aqarmap.com.eg/ar/listing/6601473-for-sale-cairo-el-maadi-compounds-ashgar-darna/,"3,400,000 جنيه",القاهرة الكبرى  /  كمبوند أشجار دارنا - ام سكويرد,116 متر²,2,1,29.988245,31.316528
https://aqarmap.com.eg/ar/listing/6600925-for-sale-cairo-6th-of-october-compounds-kmbwnd-b-twn-ryl-styt-llttwyr/,"2,800,000 جنيه",القاهرة الكبرى  /  كمبوند أب تاون أكتوبر,200 متر²,3,3,29.912091,30.805664
https://aqarmap.com.eg/ar/listing/6600946-for-sale-cairo-el-sheikh-zayed-city-compounds-calm-residence-dcm/,"6,505,000 جنيه",القاهرة الكبرى  /  كالم ريزيدنس - دي سي ام,130 متر²,3,3,30.045321,31.014404
https://aqarmap.com.eg/ar/listing/6592751-for-sale-cairo-el-sheikh-zayed-city-lshykh-zyd-ljdyd-west-view-residence-hdp/,"6,145,000 جنيه",القاهرة الكبرى  /  ويست فيو ريزيدنس - اتش دي بي,130 متر²,3,2,30.06434,30.893555
https://aqarmap.com.eg/ar/listing/6600885-for-sale-cairo-nasr-city-abbas-el-akkad/,"6,500,000 جنيه",القاهرة الكبرى  /  شارع عباس العقاد,230 متر²,3,2,30.06434,31.333008
https://aqarmap.com.eg/ar/listing/6600630-for-sale-cairo-6th-of-october-el-tawsaat-el-shamalya-ltws-t-lsyhy-lshmly/,"2,682,500 جنيه",القاهرة الكبرى  /  التوسعات السياحية الشمالية,185 متر²,3,2,30.007274,30.9375
https://aqarmap.com.eg/ar/listing/6622838-for-sale-cairo-new-cairo-compounds-porto-cairo-mall/,"7,000,000 جنيه",القاهرة الكبرى  /  بورتو كايرو مول - بورتو جروب,143 متر²,2,3,30.073848,31.420898
https://aqarmap.com.eg/ar/listing/6600610-for-sale-cairo-el-sheikh-zayed-city-compounds-kmbwnd-fyldj-wyst-dr-llttwyr/,"9,000,000 جنيه",القاهرة الكبرى  /  كمبوند فيلدج ويست - درة,110 متر²,2,2,30.045321,31.019897
